source_file,source_url,source_pillar,anchor,relation,target_url,score,target_kd,target_volume
2025-10-19_1--loaning-money-to-your-own-business-australia.md,/resources/guides/loaning-money-to-your-own-business-australia,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2025-10-19_1--loaning-money-to-your-own-business-australia.md,/resources/guides/loaning-money-to-your-own-business-australia,Business Loans (Secured),abn loans australia,same-pillar,/resources/guides/abn-loans-australia,5.112,10.0,70.0
2025-10-19_1--loaning-money-to-your-own-business-australia.md,/resources/guides/loaning-money-to-your-own-business-australia,Business Loans (Secured),unsecured business loans in australia,same-pillar,/resources/guides/unsecured-business-loans-in-australia,5.024,17.0,70.0
2025-10-19_1--loaning-money-to-your-own-business-australia.md,/resources/guides/loaning-money-to-your-own-business-australia,Business Loans (Secured),low doc business loans australia,same-pillar,/resources/guides/low-doc-business-loans-australia,4.945,10.0,70.0
2025-10-19_1--loaning-money-to-your-own-business-australia.md,/resources/guides/loaning-money-to-your-own-business-australia,Business Loans (Secured),urgent caveat loans,cross-pillar,/resources/guides/urgent-caveat-loans,2.458,0.0,140.0
2025-10-19_2--abn-holder-loans.md,/resources/guides/abn-holder-loans,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2025-10-19_2--abn-holder-loans.md,/resources/guides/abn-holder-loans,Business Loans (Secured),loans for abn holders,same-pillar,/resources/guides/loans-for-abn-holders,4.658,6.0,90.0
2025-10-19_2--abn-holder-loans.md,/resources/guides/abn-holder-loans,Business Loans (Secured),abn loans australia,same-pillar,/resources/guides/abn-loans-australia,4.588,10.0,70.0
2025-10-19_2--abn-holder-loans.md,/resources/guides/abn-holder-loans,Business Loans (Secured),business secured loans,same-pillar,/resources/guides/business-secured-loans,4.377,17.0,90.0
2025-10-19_2--abn-holder-loans.md,/resources/guides/abn-holder-loans,Business Loans (Secured),property development loans,cross-pillar,/resources/guides/property-development-loans,1.273,7.0,260.0
2025-10-20_1--abn-car-finance-adelaide.md,/resources/guides/abn-car-finance-adelaide,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-10-20_1--abn-car-finance-adelaide.md,/resources/guides/abn-car-finance-adelaide,Asset & Equipment Finance,abn finance car,same-pillar,/resources/guides/abn-finance-car,6.033,13.0,70.0
2025-10-20_1--abn-car-finance-adelaide.md,/resources/guides/abn-car-finance-adelaide,Asset & Equipment Finance,car finance for abn holders,same-pillar,/resources/guides/car-finance-for-abn-holders,5.823,8.0,90.0
2025-10-20_1--abn-car-finance-adelaide.md,/resources/guides/abn-car-finance-adelaide,Asset & Equipment Finance,abn holders car finance,same-pillar,/resources/guides/abn-holders-car-finance,5.803,8.0,70.0
2025-10-20_1--abn-car-finance-adelaide.md,/resources/guides/abn-car-finance-adelaide,Asset & Equipment Finance,taxation payment plan,cross-pillar,/resources/guides/taxation-payment-plan,2.183,11.0,320.0
2025-10-20_2--commercial-loan-refinance.md,/resources/guides/commercial-loan-refinance,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2025-10-20_2--commercial-loan-refinance.md,/resources/guides/commercial-loan-refinance,Business Loans (Secured),refinance business loan,same-pillar,/resources/guides/refinance-business-loan,5.086,10.0,140.0
2025-10-20_2--commercial-loan-refinance.md,/resources/guides/commercial-loan-refinance,Business Loans (Secured),business loan refinance,same-pillar,/resources/guides/business-loan-refinance,5.029,9.0,70.0
2025-10-20_2--commercial-loan-refinance.md,/resources/guides/commercial-loan-refinance,Business Loans (Secured),unsecured commercial loan,same-pillar,/resources/guides/unsecured-commercial-loan,4.595,18.0,70.0
2025-10-20_2--commercial-loan-refinance.md,/resources/guides/commercial-loan-refinance,Business Loans (Secured),urgent caveat loan,cross-pillar,/resources/guides/urgent-caveat-loan,1.376,1.0,70.0
2025-10-21_1--commercial-construction-lenders.md,/resources/guides/commercial-construction-lenders,Commercial Finance (General),Commercial Finance (General) guide,pillar,/pillars/commercial-finance-general,999.0,,
2025-10-21_1--commercial-construction-lenders.md,/resources/guides/commercial-construction-lenders,Commercial Finance (General),commercial construction financing,same-pillar,/resources/guides/commercial-construction-financing,5.515,6.0,90.0
2025-10-21_1--commercial-construction-lenders.md,/resources/guides/commercial-construction-lenders,Commercial Finance (General),commercial construction loan,same-pillar,/resources/guides/commercial-construction-loan,5.478,5.0,40.0
2025-10-21_1--commercial-construction-lenders.md,/resources/guides/commercial-construction-lenders,Commercial Finance (General),commercial construction loans,same-pillar,/resources/guides/commercial-construction-loans,5.47,8.0,70.0
2025-10-21_1--commercial-construction-lenders.md,/resources/guides/commercial-construction-lenders,Commercial Finance (General),commercial truck lenders,cross-pillar,/resources/guides/commercial-truck-lenders,2.736,11.0,40.0
2025-10-21_2--farm-equipment-loan-calculator.md,/resources/tools/farm-equipment-loan-calculator,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-10-21_2--farm-equipment-loan-calculator.md,/resources/tools/farm-equipment-loan-calculator,Asset & Equipment Finance,farm loan calculator australia,same-pillar,/resources/tools/farm-loan-calculator-australia,6.513,3.0,50.0
2025-10-21_2--farm-equipment-loan-calculator.md,/resources/tools/farm-equipment-loan-calculator,Asset & Equipment Finance,farm finance calculator,same-pillar,/resources/tools/farm-finance-calculator,6.21,2.0,110.0
2025-10-21_2--farm-equipment-loan-calculator.md,/resources/tools/farm-equipment-loan-calculator,Asset & Equipment Finance,farm equipment finance calculator,same-pillar,/resources/tools/farm-equipment-finance-calculator,6.003,13.0,40.0
2025-10-21_2--farm-equipment-loan-calculator.md,/resources/tools/farm-equipment-loan-calculator,Asset & Equipment Finance,commercial construction loan,cross-pillar,/resources/guides/commercial-construction-loan,2.377,5.0,40.0
2025-10-22_1--financing-property-development.md,/resources/guides/financing-property-development,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-22_1--financing-property-development.md,/resources/guides/financing-property-development,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.135,6.0,210.0
2025-10-22_1--financing-property-development.md,/resources/guides/financing-property-development,Property Development & Construction,finance for property development,same-pillar,/resources/guides/finance-for-property-development,5.09,4.0,140.0
2025-10-22_1--financing-property-development.md,/resources/guides/financing-property-development,Property Development & Construction,finance property development,same-pillar,/resources/guides/finance-property-development,4.915,10.0,40.0
2025-10-22_1--financing-property-development.md,/resources/guides/financing-property-development,Property Development & Construction,commercial construction financing,cross-pillar,/resources/guides/commercial-construction-financing,1.64,6.0,90.0
2025-10-22_2--farm-loan-calculator-australia.md,/resources/tools/farm-loan-calculator-australia,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-10-22_2--farm-loan-calculator-australia.md,/resources/tools/farm-loan-calculator-australia,Asset & Equipment Finance,farm equipment loan calculator,same-pillar,/resources/tools/farm-equipment-loan-calculator,6.533,3.0,70.0
2025-10-22_2--farm-loan-calculator-australia.md,/resources/tools/farm-loan-calculator-australia,Asset & Equipment Finance,farm finance calculator,same-pillar,/resources/tools/farm-finance-calculator,6.21,2.0,110.0
2025-10-22_2--farm-loan-calculator-australia.md,/resources/tools/farm-loan-calculator-australia,Asset & Equipment Finance,farm equipment finance calculator,same-pillar,/resources/tools/farm-equipment-finance-calculator,6.003,13.0,40.0
2025-10-22_2--farm-loan-calculator-australia.md,/resources/tools/farm-loan-calculator-australia,Asset & Equipment Finance,commercial construction loan,cross-pillar,/resources/guides/commercial-construction-loan,2.377,5.0,40.0
2025-10-23_1--private-construction-financing.md,/resources/guides/private-construction-financing,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-23_1--private-construction-financing.md,/resources/guides/private-construction-financing,Property Development & Construction,private construction lenders,same-pillar,/resources/guides/private-construction-lenders,4.68,1.0,50.0
2025-10-23_1--private-construction-financing.md,/resources/guides/private-construction-financing,Property Development & Construction,financing property development,same-pillar,/resources/guides/financing-property-development,4.655,3.0,50.0
2025-10-23_1--private-construction-financing.md,/resources/guides/private-construction-financing,Property Development & Construction,private construction loan,same-pillar,/resources/guides/private-construction-loan,4.568,10.0,50.0
2025-10-23_1--private-construction-financing.md,/resources/guides/private-construction-financing,Property Development & Construction,commercial construction financing,cross-pillar,/resources/guides/commercial-construction-financing,1.64,6.0,90.0
2025-10-23_2--truck-finance-no-deposit.md,/resources/guides/truck-finance-no-deposit,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-10-23_2--truck-finance-no-deposit.md,/resources/guides/truck-finance-no-deposit,Asset & Equipment Finance,truck finance australia,same-pillar,/resources/guides/truck-finance-australia,5.607,17.0,70.0
2025-10-23_2--truck-finance-no-deposit.md,/resources/guides/truck-finance-no-deposit,Asset & Equipment Finance,truck finance sydney,same-pillar,/resources/guides/truck-finance-sydney,5.49,8.0,90.0
2025-10-23_2--truck-finance-no-deposit.md,/resources/guides/truck-finance-no-deposit,Asset & Equipment Finance,truck finance brisbane,same-pillar,/resources/guides/truck-finance-brisbane,5.487,5.0,50.0
2025-10-23_2--truck-finance-no-deposit.md,/resources/guides/truck-finance-no-deposit,Asset & Equipment Finance,deposit for commercial property,cross-pillar,/resources/guides/deposit-for-commercial-property,2.44,0.0,40.0
2025-10-24_1--property-developer-finance.md,/resources/guides/property-developer-finance,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-24_1--property-developer-finance.md,/resources/guides/property-developer-finance,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.135,6.0,210.0
2025-10-24_1--property-developer-finance.md,/resources/guides/property-developer-finance,Property Development & Construction,finance for property development,same-pillar,/resources/guides/finance-for-property-development,5.09,4.0,140.0
2025-10-24_1--property-developer-finance.md,/resources/guides/property-developer-finance,Property Development & Construction,property developer loans,same-pillar,/resources/guides/property-developer-loans,5.074,3.0,40.0
2025-10-24_1--property-developer-finance.md,/resources/guides/property-developer-finance,Property Development & Construction,loan for construction of commercial property,cross-pillar,/resources/guides/loan-for-construction-of-commercial-property,1.478,9.0,90.0
2025-10-24_2--property-development-loans-australia.md,/resources/guides/property-development-loans-australia,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-24_2--property-development-loans-australia.md,/resources/guides/property-development-loans-australia,Property Development & Construction,property development finance australia,same-pillar,/resources/guides/property-development-finance-australia,5.909,17.0,50.0
2025-10-24_2--property-development-loans-australia.md,/resources/guides/property-development-loans-australia,Property Development & Construction,property development loans,same-pillar,/resources/guides/property-development-loans,5.244,7.0,260.0
2025-10-24_2--property-development-loans-australia.md,/resources/guides/property-development-loans-australia,Property Development & Construction,construction loans melbourne,same-pillar,/resources/guides/construction-loans-melbourne,5.158,23.0,70.0
2025-10-24_2--property-development-loans-australia.md,/resources/guides/property-development-loans-australia,Property Development & Construction,commercial construction loans,cross-pillar,/resources/guides/commercial-construction-loans,2.97,8.0,70.0
2025-10-25_1--funding-property-development.md,/resources/guides/funding-property-development,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-25_1--funding-property-development.md,/resources/guides/funding-property-development,Property Development & Construction,property development funding,same-pillar,/resources/guides/property-development-funding,5.535,6.0,110.0
2025-10-25_1--funding-property-development.md,/resources/guides/funding-property-development,Property Development & Construction,funding for property development,same-pillar,/resources/guides/funding-for-property-development,5.503,3.0,40.0
2025-10-25_1--funding-property-development.md,/resources/guides/funding-property-development,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.135,6.0,210.0
2025-10-25_1--funding-property-development.md,/resources/guides/funding-property-development,Property Development & Construction,loan for construction of commercial property,cross-pillar,/resources/guides/loan-for-construction-of-commercial-property,1.478,9.0,90.0
2025-10-25_2--funding-for-property-development.md,/resources/guides/funding-for-property-development,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-25_2--funding-for-property-development.md,/resources/guides/funding-for-property-development,Property Development & Construction,property development funding,same-pillar,/resources/guides/property-development-funding,5.535,6.0,110.0
2025-10-25_2--funding-for-property-development.md,/resources/guides/funding-for-property-development,Property Development & Construction,funding property development,same-pillar,/resources/guides/funding-property-development,5.503,3.0,40.0
2025-10-25_2--funding-for-property-development.md,/resources/guides/funding-for-property-development,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.135,6.0,210.0
2025-10-25_2--funding-for-property-development.md,/resources/guides/funding-for-property-development,Property Development & Construction,loan for construction of commercial property,cross-pillar,/resources/guides/loan-for-construction-of-commercial-property,1.478,9.0,90.0
2025-10-26_1--development-construction-finance.md,/resources/guides/development-construction-finance,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-26_1--development-construction-finance.md,/resources/guides/development-construction-finance,Property Development & Construction,construction development finance,same-pillar,/resources/guides/construction-development-finance,5.527,1.0,40.0
2025-10-26_1--development-construction-finance.md,/resources/guides/development-construction-finance,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.035,6.0,210.0
2025-10-26_1--development-construction-finance.md,/resources/guides/development-construction-finance,Property Development & Construction,finance for property development,same-pillar,/resources/guides/finance-for-property-development,4.99,4.0,140.0
2025-10-26_1--development-construction-finance.md,/resources/guides/development-construction-finance,Property Development & Construction,commercial construction lenders,cross-pillar,/resources/guides/commercial-construction-lenders,1.41,3.0,90.0
2025-10-26_2--alliance-equipment-finance.md,/resources/guides/alliance-equipment-finance,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-10-26_2--alliance-equipment-finance.md,/resources/guides/alliance-equipment-finance,Asset & Equipment Finance,farm equipment finance,same-pillar,/resources/guides/farm-equipment-finance,5.828,6.0,260.0
2025-10-26_2--alliance-equipment-finance.md,/resources/guides/alliance-equipment-finance,Asset & Equipment Finance,ag equipment finance,same-pillar,/resources/guides/ag-equipment-finance,5.79,5.0,210.0
2025-10-26_2--alliance-equipment-finance.md,/resources/guides/alliance-equipment-finance,Asset & Equipment Finance,earthmoving equipment finance,same-pillar,/resources/guides/earthmoving-equipment-finance,5.7,1.0,70.0
2025-10-26_2--alliance-equipment-finance.md,/resources/guides/alliance-equipment-finance,Asset & Equipment Finance,taxation payment plan,cross-pillar,/resources/guides/taxation-payment-plan,2.283,11.0,320.0
2025-10-27_1--property-developer-loans.md,/resources/guides/property-developer-loans,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-27_1--property-developer-loans.md,/resources/guides/property-developer-loans,Property Development & Construction,property development loans,same-pillar,/resources/guides/property-development-loans,5.244,7.0,260.0
2025-10-27_1--property-developer-loans.md,/resources/guides/property-developer-loans,Property Development & Construction,loans for property development,same-pillar,/resources/guides/loans-for-property-development,5.091,4.0,70.0
2025-10-27_1--property-developer-loans.md,/resources/guides/property-developer-loans,Property Development & Construction,property developer finance,same-pillar,/resources/guides/property-developer-finance,5.084,3.0,50.0
2025-10-27_1--property-developer-loans.md,/resources/guides/property-developer-loans,Property Development & Construction,construction business loans,cross-pillar,/resources/guides/construction-business-loans,1.475,6.0,50.0
2025-10-27_2--trade-finance-brokers.md,/resources/guides/trade-finance-brokers,Trade & Supply Chain Finance,Trade & Supply Chain Finance guide,pillar,/pillars/trade-supply-chain-finance,999.0,,
2025-10-27_2--trade-finance-brokers.md,/resources/guides/trade-finance-brokers,Trade & Supply Chain Finance,supply chain finance australia,same-pillar,/resources/guides/supply-chain-finance-australia,4.545,11.0,40.0
2025-10-27_2--trade-finance-brokers.md,/resources/guides/trade-finance-brokers,Trade & Supply Chain Finance,construction finance brokers,cross-pillar,/resources/guides/construction-finance-brokers,1.695,0.0,70.0
2025-10-28_1--commercial-property-deposit.md,/resources/guides/commercial-property-deposit,Commercial Finance (General),Commercial Finance (General) guide,pillar,/pillars/commercial-finance-general,999.0,,
2025-10-28_1--commercial-property-deposit.md,/resources/guides/commercial-property-deposit,Commercial Finance (General),deposit for commercial property,same-pillar,/resources/guides/deposit-for-commercial-property,6.54,0.0,40.0
2025-10-28_1--commercial-property-deposit.md,/resources/guides/commercial-property-deposit,Commercial Finance (General),refinance commercial property,same-pillar,/resources/guides/refinance-commercial-property,5.49,4.0,40.0
2025-10-28_1--commercial-property-deposit.md,/resources/guides/commercial-property-deposit,Commercial Finance (General),balmain commercial property,same-pillar,/resources/guides/balmain-commercial-property,5.44,8.0,40.0
2025-10-28_1--commercial-property-deposit.md,/resources/guides/commercial-property-deposit,Commercial Finance (General),low doc business finance,cross-pillar,/resources/guides/low-doc-business-finance,2.791,9.0,70.0
2025-10-28_2--abn-loan-bad-credit.md,/resources/guides/abn-loan-bad-credit,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2025-10-28_2--abn-loan-bad-credit.md,/resources/guides/abn-loan-bad-credit,Business Loans (Secured),business loan bad credit,same-pillar,/resources/guides/business-loan-bad-credit,5.015,12.0,40.0
2025-10-28_2--abn-loan-bad-credit.md,/resources/guides/abn-loan-bad-credit,Business Loans (Secured),bad credit business loan,same-pillar,/resources/guides/bad-credit-business-loan,4.982,17.0,70.0
2025-10-28_2--abn-loan-bad-credit.md,/resources/guides/abn-loan-bad-credit,Business Loans (Secured),bad credit unsecured business loan,same-pillar,/resources/guides/bad-credit-unsecured-business-loan,4.828,6.0,70.0
2025-10-28_2--abn-loan-bad-credit.md,/resources/guides/abn-loan-bad-credit,Business Loans (Secured),urgent caveat loan,cross-pillar,/resources/guides/urgent-caveat-loan,1.308,1.0,70.0
2025-10-29_1--caveat-business-loan.md,/resources/guides/caveat-business-loan,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2025-10-29_1--caveat-business-loan.md,/resources/guides/caveat-business-loan,Business Loans (Secured),better business loan,same-pillar,/resources/guides/better-business-loan,4.753,8.0,210.0
2025-10-29_1--caveat-business-loan.md,/resources/guides/caveat-business-loan,Business Loans (Secured),business acquisition loan,same-pillar,/resources/guides/business-acquisition-loan,4.72,5.0,140.0
2025-10-29_1--caveat-business-loan.md,/resources/guides/caveat-business-loan,Business Loans (Secured),business loan for daycare,same-pillar,/resources/guides/business-loan-for-daycare,4.683,0.0,40.0
2025-10-29_1--caveat-business-loan.md,/resources/guides/caveat-business-loan,Business Loans (Secured),urgent caveat loan,cross-pillar,/resources/guides/urgent-caveat-loan,1.891,1.0,70.0
2025-10-29_2--finance-for-property-development.md,/resources/guides/finance-for-property-development,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-29_2--finance-for-property-development.md,/resources/guides/finance-for-property-development,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.635,6.0,210.0
2025-10-29_2--finance-for-property-development.md,/resources/guides/finance-for-property-development,Property Development & Construction,finance property development,same-pillar,/resources/guides/finance-property-development,5.415,10.0,40.0
2025-10-29_2--finance-for-property-development.md,/resources/guides/finance-for-property-development,Property Development & Construction,property development loans,same-pillar,/resources/guides/property-development-loans,5.172,7.0,260.0
2025-10-29_2--finance-for-property-development.md,/resources/guides/finance-for-property-development,Property Development & Construction,loan for construction of commercial property,cross-pillar,/resources/guides/loan-for-construction-of-commercial-property,1.603,9.0,90.0
2025-10-30_1--farming-equipment-finance.md,/resources/guides/farming-equipment-finance,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-10-30_1--farming-equipment-finance.md,/resources/guides/farming-equipment-finance,Asset & Equipment Finance,farm equipment finance,same-pillar,/resources/guides/farm-equipment-finance,5.828,6.0,260.0
2025-10-30_1--farming-equipment-finance.md,/resources/guides/farming-equipment-finance,Asset & Equipment Finance,ag equipment finance,same-pillar,/resources/guides/ag-equipment-finance,5.79,5.0,210.0
2025-10-30_1--farming-equipment-finance.md,/resources/guides/farming-equipment-finance,Asset & Equipment Finance,earthmoving equipment finance,same-pillar,/resources/guides/earthmoving-equipment-finance,5.7,1.0,70.0
2025-10-30_1--farming-equipment-finance.md,/resources/guides/farming-equipment-finance,Asset & Equipment Finance,taxation payment plan,cross-pillar,/resources/guides/taxation-payment-plan,2.283,11.0,320.0
2025-10-30_2--plant-and-equipment-finance.md,/resources/guides/plant-and-equipment-finance,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-10-30_2--plant-and-equipment-finance.md,/resources/guides/plant-and-equipment-finance,Asset & Equipment Finance,plant equipment finance,same-pillar,/resources/guides/plant-equipment-finance,6.353,19.0,90.0
2025-10-30_2--plant-and-equipment-finance.md,/resources/guides/plant-and-equipment-finance,Asset & Equipment Finance,plant machinery finance,same-pillar,/resources/guides/plant-machinery-finance,6.079,5.0,70.0
2025-10-30_2--plant-and-equipment-finance.md,/resources/guides/plant-and-equipment-finance,Asset & Equipment Finance,plant and machinery finance,same-pillar,/resources/guides/plant-and-machinery-finance,5.929,17.0,70.0
2025-10-30_2--plant-and-equipment-finance.md,/resources/guides/plant-and-equipment-finance,Asset & Equipment Finance,taxation payment plan,cross-pillar,/resources/guides/taxation-payment-plan,2.283,11.0,320.0
2025-10-31_1--loans-for-property-development.md,/resources/guides/loans-for-property-development,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-31_1--loans-for-property-development.md,/resources/guides/loans-for-property-development,Property Development & Construction,property development loans,same-pillar,/resources/guides/property-development-loans,5.672,7.0,260.0
2025-10-31_1--loans-for-property-development.md,/resources/guides/loans-for-property-development,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.135,6.0,210.0
2025-10-31_1--loans-for-property-development.md,/resources/guides/loans-for-property-development,Property Development & Construction,finance for property development,same-pillar,/resources/guides/finance-for-property-development,5.09,4.0,140.0
2025-10-31_1--loans-for-property-development.md,/resources/guides/loans-for-property-development,Property Development & Construction,construction business loans,cross-pillar,/resources/guides/construction-business-loans,1.6,6.0,50.0
2025-10-31_2--how-to-finance-property-development.md,/resources/guides/how-to-finance-property-development,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-10-31_2--how-to-finance-property-development.md,/resources/guides/how-to-finance-property-development,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.135,6.0,210.0
2025-10-31_2--how-to-finance-property-development.md,/resources/guides/how-to-finance-property-development,Property Development & Construction,finance for property development,same-pillar,/resources/guides/finance-for-property-development,5.09,4.0,140.0
2025-10-31_2--how-to-finance-property-development.md,/resources/guides/how-to-finance-property-development,Property Development & Construction,finance property development,same-pillar,/resources/guides/finance-property-development,4.915,10.0,40.0
2025-10-31_2--how-to-finance-property-development.md,/resources/guides/how-to-finance-property-development,Property Development & Construction,loan for construction of commercial property,cross-pillar,/resources/guides/loan-for-construction-of-commercial-property,1.478,9.0,90.0
2025-11-01_1--low-doc-equipment-finance.md,/resources/guides/low-doc-equipment-finance,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-11-01_1--low-doc-equipment-finance.md,/resources/guides/low-doc-equipment-finance,Asset & Equipment Finance,farm equipment finance,same-pillar,/resources/guides/farm-equipment-finance,5.56,6.0,260.0
2025-11-01_1--low-doc-equipment-finance.md,/resources/guides/low-doc-equipment-finance,Asset & Equipment Finance,ag equipment finance,same-pillar,/resources/guides/ag-equipment-finance,5.522,5.0,210.0
2025-11-01_1--low-doc-equipment-finance.md,/resources/guides/low-doc-equipment-finance,Asset & Equipment Finance,farm machinery finance,same-pillar,/resources/guides/farm-machinery-finance,5.462,2.0,320.0
2025-11-01_1--low-doc-equipment-finance.md,/resources/guides/low-doc-equipment-finance,Asset & Equipment Finance,low doc commercial loans,cross-pillar,/resources/guides/low-doc-commercial-loans,2.928,6.0,170.0
2025-11-01_2--fast-asset-finance.md,/resources/guides/fast-asset-finance,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2025-11-01_2--fast-asset-finance.md,/resources/guides/fast-asset-finance,Asset & Equipment Finance,farm equipment finance,same-pillar,/resources/guides/farm-equipment-finance,5.828,6.0,260.0
2025-11-01_2--fast-asset-finance.md,/resources/guides/fast-asset-finance,Asset & Equipment Finance,ag equipment finance,same-pillar,/resources/guides/ag-equipment-finance,5.79,5.0,210.0
2025-11-01_2--fast-asset-finance.md,/resources/guides/fast-asset-finance,Asset & Equipment Finance,earthmoving equipment finance,same-pillar,/resources/guides/earthmoving-equipment-finance,5.7,1.0,70.0
2025-11-01_2--fast-asset-finance.md,/resources/guides/fast-asset-finance,Asset & Equipment Finance,taxation payment plan,cross-pillar,/resources/guides/taxation-payment-plan,2.283,11.0,320.0
2025-11-02_1--construction-finance-melbourne.md,/resources/guides/construction-finance-melbourne,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-11-02_1--construction-finance-melbourne.md,/resources/guides/construction-finance-melbourne,Property Development & Construction,construction loans melbourne,same-pillar,/resources/guides/construction-loans-melbourne,5.783,23.0,70.0
2025-11-02_1--construction-finance-melbourne.md,/resources/guides/construction-finance-melbourne,Property Development & Construction,property development finance australia,same-pillar,/resources/guides/property-development-finance-australia,5.052,17.0,50.0
2025-11-02_1--construction-finance-melbourne.md,/resources/guides/construction-finance-melbourne,Property Development & Construction,property development loans australia,same-pillar,/resources/guides/property-development-loans-australia,5.003,3.0,40.0
2025-11-02_1--construction-finance-melbourne.md,/resources/guides/construction-finance-melbourne,Property Development & Construction,commercial construction lenders,cross-pillar,/resources/guides/commercial-construction-lenders,2.302,3.0,90.0
2025-11-02_2--business-loan-for-car-wash.md,/resources/guides/business-loan-for-car-wash,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2025-11-02_2--business-loan-for-car-wash.md,/resources/guides/business-loan-for-car-wash,Business Loans (Secured),better business loan,same-pillar,/resources/guides/better-business-loan,4.485,8.0,210.0
2025-11-02_2--business-loan-for-car-wash.md,/resources/guides/business-loan-for-car-wash,Business Loans (Secured),business acquisition loan,same-pillar,/resources/guides/business-acquisition-loan,4.452,5.0,140.0
2025-11-02_2--business-loan-for-car-wash.md,/resources/guides/business-loan-for-car-wash,Business Loans (Secured),business loan for daycare,same-pillar,/resources/guides/business-loan-for-daycare,4.415,0.0,40.0
2025-11-02_2--business-loan-for-car-wash.md,/resources/guides/business-loan-for-car-wash,Business Loans (Secured),urgent caveat loan,cross-pillar,/resources/guides/urgent-caveat-loan,1.376,1.0,70.0
2025-11-03_1--property-development-mortgage.md,/resources/guides/property-development-mortgage,Property Development & Construction,Property Development & Construction guide,pillar,/pillars/property-development-construction,999.0,,
2025-11-03_1--property-development-mortgage.md,/resources/guides/property-development-mortgage,Property Development & Construction,property development finance,same-pillar,/resources/guides/property-development-finance,5.135,6.0,210.0
2025-11-03_1--property-development-mortgage.md,/resources/guides/property-development-mortgage,Property Development & Construction,finance for property development,same-pillar,/resources/guides/finance-for-property-development,5.09,4.0,140.0
2025-11-03_1--property-development-mortgage.md,/resources/guides/property-development-mortgage,Property Development & Construction,finance property development,same-pillar,/resources/guides/finance-property-development,4.915,10.0,40.0
2025-11-03_1--property-development-mortgage.md,/resources/guides/property-development-mortgage,Property Development & Construction,loan for construction of commercial property,cross-pillar,/resources/guides/loan-for-construction-of-commercial-property,1.478,9.0,90.0
2025-11-03_2--can-i-put-a-caveat-on-my-parents-house.md,/resources/guides/can-i-put-a-caveat-on-my-parents-house,Caveat Loans (Business Use),Caveat Loans (Business Use) guide,pillar,/pillars/caveat-loans-business-use,999.0,,
